date,spy_open,spy_high,spy_low,spy_adj_close,spy_volume,log_return,rolling_volatility_30d,umich_sentiment
2014-03-18,151.658752,152.633472,151.496288,152.430405,101804600,0.007113,0.095772,80.0
2014-03-19,152.44667,152.657868,150.651562,151.618164,176267300,-0.005343,0.097394,80.0
2014-03-20,151.285151,152.617272,151.017101,152.503555,117241000,0.005823,0.09745,80.0
2014-03-21,153.143919,154.212686,151.773278,151.911972,163128000,-0.003887,0.093463,80.0
2014-03-24,152.434201,152.621857,150.623004,151.283844,121411000,-0.004143,0.089368,80.0
2014-03-25,152.050704,152.515747,151.153272,152.001755,103852000,0.004734,0.089941,80.0
2014-03-26,152.597304,152.842063,150.867698,150.908493,119843000,-0.007218,0.088458,80.0
2014-03-27,150.729056,151.210407,150.035575,150.590363,142383000,-0.00211,0.088829,80.0
2014-03-28,151.022766,152.091533,150.933021,151.332794,101642000,0.004918,0.088729,80.0
2014-03-31,152.295504,152.809496,151.357276,152.572891,99745000,0.008161,0.090326,80.0
2014-04-01,153.070542,153.674278,152.564716,153.584534,89193000,0.006609,0.091941,84.1
2014-04-02,153.780313,154.302459,153.494759,154.098495,78774000,0.003341,0.089374,84.1
2014-04-03,154.335133,154.375928,153.42138,153.894577,77435000,-0.001324,0.088527,84.1
2014-04-04,154.734857,154.767485,151.830419,152.075165,169381000,-0.011893,0.095917,84.1
2014-04-07,151.708088,151.961,150.084546,150.394562,140803000,-0.011113,0.1005,84.1
2014-04-08,150.329245,151.259318,149.782625,151.014572,112660000,0.004114,0.101177,84.1
2014-04-09,151.422493,152.687057,150.981925,152.638107,100254000,0.010693,0.10565,84.1
2014-04-10,152.629939,152.703363,149.244138,149.431793,172959000,-0.02123,0.122023,84.1
2014-04-11,148.599655,149.643947,147.922495,148.085663,167251000,-0.009049,0.124257,84.1
2014-04-14,149.244168,149.603146,148.028554,149.252335,132382000,0.007847,0.125157,84.1
2014-04-15,149.562422,150.38643,148.085715,150.280365,157093000,0.006864,0.119744,84.1
2014-04-16,151.316438,151.863058,150.647431,151.854904,105197000,0.010423,0.123795,84.1
2014-04-17,151.650981,152.49131,151.389902,152.067062,105255000,0.001396,0.12367,84.1
2014-04-21,152.107846,152.646313,151.920203,152.597351,68329000,0.003481,0.124115,84.1
2014-04-22,152.75232,153.706868,152.670742,153.290787,85790000,0.004534,0.124817,84.1
2014-04-23,153.233713,153.315291,152.809466,152.931839,73869000,-0.002344,0.124126,84.1
2014-04-24,153.682407,153.698728,152.507576,153.241852,88170000,0.002025,0.124241,84.1
2014-04-25,152.744194,152.833938,151.642786,151.985443,100380000,-0.008233,0.122083,84.1
2014-04-28,152.605491,153.127637,150.900359,152.466797,135121000,0.003162,0.121968,84.1
2014-04-29,152.956336,153.413213,152.63,153.17662,84098000,0.004645,0.119979,84.1
2014-04-30,152.923695,153.788498,152.711565,153.633484,101508000,0.002978,0.118559,84.1
2014-05-01,153.55999,154.065815,153.160217,153.649734,93019000,0.000106,0.117367,81.9
2014-05-02,153.633468,154.310628,153.201066,153.429504,98122000,-0.001434,0.116357,81.9
2014-05-05,152.678959,153.829316,152.254711,153.723251,75883000,0.001913,0.115799,81.9
2014-05-06,153.380612,153.486677,152.35264,152.385269,85454000,-0.008742,0.118109,81.9
2014-05-07,152.899186,153.356062,151.756983,153.282639,106500000,0.005872,0.11853,81.9
2014-05-08,153.143994,154.237236,152.630002,153.119507,93618000,-0.001065,0.116471,81.9
2014-05-09,153.143952,153.413173,152.425997,153.347916,83679000,0.001491,0.116241,81.9
2014-05-12,154.03327,154.914394,153.380584,154.840958,86940000,0.009689,0.118579,81.9
2014-05-13,155.044887,155.354915,154.824615,154.97963,66454000,0.000895,0.116492,81.9
2014-05-14,154.840947,154.914383,154.025092,154.245377,72367000,-0.004749,0.115984,81.9
2014-05-15,153.935344,153.967986,152.140468,152.891052,154956000,-0.008819,0.1184,81.9
2014-05-16,152.980788,153.486626,152.336269,153.421356,97458000,0.003463,0.118839,81.9
2014-05-19,153.127634,154.106657,152.988941,153.984283,63839000,0.003662,0.113877,81.9
2014-05-20,153.91086,153.92718,152.621821,153.013428,111644000,-0.006325,0.110459,81.9
2014-05-21,153.453934,154.375853,153.42946,154.302429,89093000,0.008389,0.112328,81.9
2014-05-22,154.343262,154.995947,154.082195,154.677765,61549000,0.00243,0.108437,81.9
2014-05-23,154.816473,155.403889,154.677779,155.297836,61092800,0.004001,0.087194,81.9
2014-05-27,155.877097,156.301345,155.787353,156.252396,72010000,0.006128,0.082536,81.9
2014-05-28,156.252403,156.497161,155.877104,156.138184,66723000,-0.000731,0.080791,81.9
2014-05-29,156.497122,156.970306,156.097349,156.945831,64377000,0.005159,0.079955,81.9
2014-05-30,156.799016,157.296687,156.668476,157.198776,76316000,0.00161,0.075302,81.9
2014-06-02,157.419015,157.451656,156.619481,157.37822,64656000,0.001141,0.075298,82.5
2014-06-03,156.994787,157.378239,156.847939,157.296661,65047000,-0.000518,0.075112,82.5
2014-06-04,157.027376,157.704536,156.864208,157.614792,55529000,0.00202,0.074438,82.5
2014-06-05,157.79437,158.806021,157.215108,158.642853,92103000,0.006501,0.075467,82.5
2014-06-06,158.985457,159.442333,158.912033,159.40155,78696000,0.004771,0.076138,82.5
2014-06-09,159.377054,159.94815,159.230194,159.564697,65119000,0.001023,0.070576,82.5
2014-06-10,159.368909,159.613668,159.026252,159.581039,57129000,0.000102,0.070553,82.5
2014-06-11,159.009986,159.189475,158.667328,159.026306,68772000,-0.003482,0.071353,82.5
2014-06-12,158.838661,158.928405,157.54961,157.900421,106350000,-0.007105,0.075115,82.5
2014-06-13,158.21044,158.536789,157.704614,158.381775,82017000,0.003044,0.075323,82.5
2014-06-16,158.185947,158.846786,157.998304,158.512283,87424000,0.000824,0.074969,82.5
2014-06-17,158.292011,159.067069,158.120676,158.95285,84834000,0.002776,0.075094,82.5
2014-06-18,158.952857,160.209267,158.602033,160.119522,105267000,0.007313,0.071091,82.5
2014-06-19,160.258247,160.396953,159.744267,160.299042,85929000,0.001121,0.069964,82.5
2014-06-20,160.698242,160.755631,160.427718,160.624466,100587000,0.002028,0.069555,82.5
2014-06-23,160.6654,160.714584,160.280111,160.575226,70611000,-0.000307,0.069773,82.5
2014-06-24,160.2883,161.083471,159.427546,159.607895,96237000,-0.006042,0.068686,82.5
2014-06-25,159.271783,160.493235,159.238998,160.329285,82782000,0.00451,0.069428,82.5
2014-06-26,160.353943,160.370341,159.140696,160.214584,84312000,-0.000716,0.067414,82.5
2014-06-27,159.837482,160.575276,159.763706,160.526093,71445100,0.001942,0.060261,82.5
2014-06-30,160.427724,160.813013,160.288365,160.444122,70201200,-0.000511,0.060308,82.5
2014-07-01,160.837615,162.009884,160.780238,161.518021,90470000,0.006671,0.061859,81.8
2014-07-02,161.534425,161.886917,161.460649,161.681976,52475000,0.001015,0.057177,81.8
2014-07-03,162.140991,162.550872,162.018031,162.477097,52938800,0.004906,0.054539,81.8
2014-07-07,162.16559,162.296743,161.673727,161.911453,61696000,-0.003487,0.056531,81.8
2014-07-08,161.616398,161.673787,160.476927,160.870422,108143000,-0.00645,0.060525,81.8
2014-07-09,161.272074,161.739346,160.927775,161.591782,72992000,0.004474,0.059531,81.8
2014-07-10,160.034216,161.378627,159.903051,160.952347,99040000,-0.003965,0.061121,81.8
2014-07-11,160.853968,161.288442,160.49327,161.173676,64243000,0.001374,0.059861,81.8
2014-07-14,161.993453,162.198394,161.854095,161.98526,58658000,0.005023,0.061025,81.8
2014-07-15,162.083665,162.395179,160.968786,161.681976,111307000,-0.001874,0.061588,81.8
2014-07-16,162.403386,162.526345,161.837747,162.280426,79986400,0.003695,0.061954,81.8
2014-07-17,161.780279,162.395101,160.206322,160.435867,145398000,-0.011432,0.071618,81.8
2014-07-18,160.960576,162.239405,160.870401,162.075455,124330000,0.010168,0.074957,81.8
2014-07-21,161.567139,161.903245,161.026092,161.772079,67592000,-0.001874,0.074303,81.8
2014-07-22,162.32134,162.772212,162.206573,162.477097,67678000,0.004349,0.07513,81.8
2014-07-23,162.723033,163.009955,162.395132,162.837799,65612000,0.002218,0.075257,81.8
2014-07-24,162.993572,163.182114,162.682058,162.846008,56888000,5e-05,0.074252,81.8
2014-07-25,162.386972,162.526331,161.763957,162.083664,76837000,-0.004692,0.072327,81.8
2014-07-28,162.116372,162.386896,161.181843,162.14917,69259000,0.000404,0.072042,81.8
2014-07-29,162.452536,162.682068,161.427831,161.452423,80466000,-0.004306,0.073536,81.8
2014-07-30,162.026199,162.239346,160.80476,161.476959,104222000,0.000152,0.073258,81.8
2014-07-31,160.353908,160.493267,158.189734,158.288101,183479000,-0.019946,0.091611,81.8
2014-08-01,157.853673,158.837387,157.042115,157.804489,189261000,-0.00306,0.091816,82.5
2014-08-04,158.107777,159.280045,157.435577,158.943939,91340000,0.007195,0.094252,82.5
2014-08-05,158.296307,158.706189,156.828924,157.402756,152690000,-0.009744,0.098103,82.5
2014-08-06,156.665002,158.12418,156.64041,157.451981,94818000,0.000313,0.096797,82.5
2014-08-07,158.165162,158.320919,156.205928,156.599411,135733000,-0.00543,0.096655,82.5
2014-08-08,156.951955,158.517694,156.533867,158.411133,117014000,0.011503,0.103009,82.5
2014-08-11,159.009521,159.57516,158.796387,158.870163,74544000,0.002894,0.103232,82.5
2014-08-12,158.714432,159.157099,158.165192,158.648849,73632000,-0.001394,0.103276,82.5
2014-08-13,159.271814,159.903036,159.001304,159.722687,69047000,0.006746,0.10332,82.5
2014-08-14,159.985048,160.476898,159.837484,160.476898,57371000,0.004711,0.104302,82.5
2014-08-15,161.058945,161.206496,159.288253,160.444122,139951000,-0.000204,0.103153,82.5
2014-08-18,161.329448,161.862289,161.239273,161.788513,75424000,0.008344,0.105762,82.5
2014-08-19,162.181986,162.755818,161.854086,162.632858,59135000,0.005205,0.105001,82.5
2014-08-20,162.411569,163.264131,162.378784,163.067383,72763000,0.002668,0.104516,82.5
2014-08-21,163.20668,163.75592,163.075515,163.542786,67791000,0.002911,0.103975,82.5
2014-08-22,163.411686,163.698609,162.919836,163.288727,76107000,-0.001555,0.104115,82.5
2014-08-25,164.06747,164.436361,163.255899,164.116653,63855000,0.005058,0.104128,82.5
2014-08-26,164.223236,164.624925,164.182245,164.223236,47298000,0.000649,0.103899,82.5
2014-08-27,164.305175,164.419954,163.903499,164.157623,47874000,-0.0004,0.103488,82.5
2014-08-28,163.616602,164.174048,163.452652,164.067474,58330000,-0.000549,0.097314,82.5
2014-08-29,164.321537,164.551069,163.805094,164.534683,65907000,0.002844,0.093388,82.5
2014-09-02,164.747889,164.772481,163.837951,164.452774,72426000,-0.000498,0.093169,84.6
2014-09-03,165.083929,165.108521,164.133001,164.362534,57462000,-0.000549,0.092512,84.6
2014-09-04,164.641305,165.247935,163.67399,164.124863,85236000,-0.001447,0.092491,84.6
2014-09-05,164.09203,164.928192,163.469015,164.86261,102177000,0.004485,0.093292,84.6
2014-09-08,164.706833,164.944572,163.952652,164.43631,64146000,-0.002589,0.092488,84.6
2014-09-09,164.288834,164.4036,163.059188,163.395294,88591000,-0.006351,0.094585,84.6
2014-09-10,163.485425,164.116647,162.944391,164.010086,67251000,0.003756,0.094091,84.6
2014-09-11,163.354268,164.223216,163.231296,164.198624,66774400,0.001149,0.094101,84.6
2014-09-12,164.034628,164.051014,162.772185,163.239456,117409300,-0.005859,0.074178,84.6
2014-09-15,163.264065,163.39523,162.62465,163.116501,76401000,-0.000754,0.073371,84.6
2014-09-16,162.813222,164.641291,162.723048,164.346176,116201000,0.00751,0.073604,84.6
2014-09-17,164.583919,165.329894,163.747757,164.56752,151266000,0.001346,0.066015,84.6
2014-09-18,165.06756,165.469248,164.854426,165.444656,94990000,0.005316,0.066831,84.6
2014-09-19,165.970948,166.283905,164.957916,165.295593,121649000,-0.000901,0.063886,84.6
2014-09-22,165.007368,165.032075,163.673134,164.019043,125553000,-0.007753,0.062845,84.6
2014-09-23,163.426002,164.109587,163.03068,163.080093,111393000,-0.005741,0.065693,84.6
2014-09-24,163.104821,164.463761,162.67656,164.356689,107276000,0.007798,0.068288,84.6
2014-09-25,163.928432,163.936676,161.647082,161.704727,150300000,-0.016267,0.082976,84.6
2014-09-26,162.001251,163.393129,161.770645,162.989563,103547000,0.007914,0.084915,84.6
2014-09-29,161.589379,162.981257,161.465844,162.692993,95112000,-0.001821,0.085164,84.6
2014-09-30,162.816593,163.318987,161.927109,162.264786,131302000,-0.002635,0.08223,84.6
2014-10-01,162.001207,162.058865,159.703381,160.065765,177798000,-0.013645,0.089852,86.9
2014-10-02,159.925771,160.650539,158.418602,160.0905,157285000,0.000155,0.089368,86.9
2014-10-03,161.161167,162.198905,160.667017,161.852997,121569000,0.010949,0.094984,86.9
2014-10-06,162.528306,162.742449,161.078783,161.663528,104778000,-0.001171,0.094948,86.9
2014-10-07,160.831696,161.19408,159.135092,159.16803,147913000,-0.015557,0.103215,86.9
2014-10-08,159.258622,162.182388,158.426795,161.951782,186461000,0.017338,0.116091,86.9
2014-10-09,161.696528,161.918902,158.608044,158.739822,210705000,-0.020032,0.129201,86.9
2014-10-10,158.698594,159.489239,156.886687,156.927856,221909000,-0.01148,0.132621,86.9
2014-10-13,156.861943,157.430214,154.25938,154.349976,230939000,-0.016564,0.138898,86.9
2014-10-14,155.181826,156.334867,154.045261,154.588837,215847000,0.001546,0.139233,86.9
2014-10-15,152.49692,154.580615,149.828467,153.542877,380715000,-0.006789,0.139817,86.9
2014-10-16,150.767356,154.49001,150.627346,153.411102,270391000,-0.000859,0.139858,86.9
2014-10-17,155.181825,156.277208,154.522946,155.223007,214625000,0.011742,0.144402,86.9
2014-10-20,154.942948,156.853683,154.893535,156.730148,130011000,0.009663,0.148287,86.9
2014-10-21,157.8668,159.942264,157.702083,159.835205,154949000,0.019618,0.159718,86.9
2014-10-22,160.115209,160.527007,158.632735,158.698624,151822000,-0.007136,0.160176,86.9
2014-10-23,160.288144,161.589427,159.99165,160.543457,154944000,0.011558,0.164234,86.9
2014-10-24,160.807018,161.828281,160.18109,161.778854,117927000,0.007666,0.165253,86.9
2014-10-27,161.202366,161.795356,160.625851,161.556519,82954000,-0.001375,0.165277,86.9
2014-10-28,162.100048,163.417793,162.025914,163.409561,106736000,0.011405,0.167254,86.9
2014-10-29,163.524844,163.994287,162.083553,163.16246,142557000,-0.001513,0.167231,86.9
2014-10-30,162.725991,164.677908,162.577738,164.208466,113330000,0.00639,0.167573,86.9
2014-10-31,166.18507,166.218021,165.353243,166.086243,146903000,0.01137,0.1709,86.9
2014-11-03,166.300368,166.736873,165.797975,166.176834,93600000,0.000545,0.169246,88.8
2014-11-04,165.732123,166.036862,164.768518,165.600357,93343000,-0.003475,0.168654,88.8
2014-11-05,166.811048,166.852231,165.913332,166.646332,91709000,0.006296,0.168145,88.8
2014-11-06,166.687472,167.403996,166.069776,167.3134,107089000,0.003995,0.16072,88.8
2014-11-07,167.329854,167.684007,166.868643,167.469864,89540000,0.000935,0.15943,88.8
2014-11-10,167.502844,168.046408,167.296945,167.996994,66319000,0.003143,0.159342,88.8
2014-11-11,168.062824,168.268723,167.725147,168.161652,54499400,0.00098,0.158955,88.8
2014-11-12,167.478166,168.211166,167.445216,167.98056,90120300,-0.001077,0.152818,88.8
2014-11-13,168.145215,168.697022,167.362802,168.169922,85357900,0.001127,0.152764,88.8
2014-11-14,168.095833,168.417035,167.782863,168.211136,80417500,0.000245,0.150225,88.8
2014-11-17,167.889901,168.491122,167.725171,168.318161,80441000,0.000636,0.15006,88.8
2014-11-18,168.375832,169.59475,168.375832,169.290024,76068100,0.005757,0.14168,88.8
2014-11-19,169.092385,169.290053,168.260558,169.018265,82373000,-0.001607,0.134373,88.8
2014-11-20,168.227591,169.421814,168.161702,169.314743,72840300,0.001753,0.117981,88.8
2014-11-21,171.011345,171.176062,169.644174,170.220688,142327300,0.005336,0.110957,88.8
2014-11-24,170.624244,170.805436,170.410113,170.698364,65880800,0.002802,0.094735,88.8
2014-11-25,170.928984,171.134883,170.319532,170.574844,79108300,-0.000724,0.095339,88.8
2014-11-26,170.723074,171.110165,170.508944,171.011337,62167800,0.002556,0.090486,88.8
2014-11-28,170.887837,171.200794,170.41015,170.648987,57890100,-0.002121,0.091097,88.8
2014-12-01,169.990083,170.105386,169.150024,169.462982,103968400,-0.006974,0.092609,93.6
2014-12-02,169.504149,170.764248,169.479442,170.55835,74507200,0.006443,0.091031,93.6
2014-12-03,170.731321,171.43137,170.566605,171.217239,68952000,0.003856,0.075971,93.6
2014-12-04,170.928977,171.53021,170.23716,171.027817,91316600,-0.001107,0.071336,93.6
2014-12-05,171.200805,171.694968,170.937261,171.307877,91025500,0.001636,0.065977,93.6
2014-12-08,170.91253,171.40668,169.603004,170.163055,108588200,-0.006705,0.068654,93.6
2014-12-09,168.318144,170.15477,167.939297,170.047699,125180100,-0.000678,0.068414,93.6
2014-12-10,169.586512,169.644157,167.132189,167.321625,159856400,-0.016161,0.080111,93.6
2014-12-11,167.914609,169.817112,167.7746,168.169922,159012800,0.005057,0.080731,93.6
2014-12-12,166.893395,167.865244,165.419164,165.452103,202330200,-0.016293,0.093368,93.6
2014-12-15,166.349834,166.802814,163.71433,164.315552,189965800,-0.006893,0.089388,93.6
2014-12-16,163.549534,166.695661,162.956544,162.997726,259543800,-0.008052,0.092067,93.6
2014-12-17,163.434231,166.646248,163.310685,166.193268,253910100,0.019415,0.108403,93.6
2014-12-18,168.62288,175.401065,167.947526,170.303009,257633900,0.024428,0.128294,93.6
2014-12-19,170.953122,171.698456,170.274053,171.027664,245084600,0.004246,0.128352,93.6
2014-12-22,171.21816,171.814423,170.978005,171.814423,148318900,0.00459,0.128838,93.6
2014-12-23,172.394098,172.443784,171.756426,172.04628,122167900,0.001349,0.128666,93.6
2014-12-24,172.269871,172.534869,172.021426,172.062836,42963400,9.6e-05,0.12868,93.6
2014-12-26,172.510059,172.957262,172.460373,172.617722,57326700,0.00322,0.128749,93.6
2014-12-29,172.435524,173.056629,172.369271,172.849594,79643900,0.001342,0.128753,93.6
2014-12-30,172.427225,172.559718,171.847516,171.922058,73540800,-0.005381,0.130034,93.6
2014-12-31,172.245081,172.410707,170.091909,170.216125,130333800,-0.009972,0.133682,93.6
2015-01-02,170.911759,171.32583,169.089839,170.125015,121465900,-0.000535,0.13272,98.1
2015-01-05,169.081524,169.24715,166.746174,167.052582,169632600,-0.018225,0.142989,98.1
2015-01-06,167.359043,167.880776,164.684151,165.479172,209151400,-0.009463,0.145207,98.1
2015-01-07,166.804184,167.88077,166.356994,167.541229,125346700,0.012384,0.149162,98.1
2015-01-08,168.94905,170.729561,168.932497,170.514236,147217800,0.017589,0.157931,98.1
2015-01-09,170.928341,170.944907,168.535013,169.147842,158567300,-0.008046,0.159625,98.1
2015-01-12,169.28029,169.437639,167.218215,167.822754,144396100,-0.007865,0.160868,98.1
2015-01-13,169.040079,170.166351,166.05049,167.350677,214553300,-0.002817,0.160937,98.1
2015-01-14,165.338367,166.539182,164.443986,166.340424,192991100,-0.006055,0.160645,98.1
2015-01-15,166.978053,167.292738,164.700665,164.816605,176613900,-0.009203,0.161067,98.1
2015-01-16,164.609574,167.135407,164.427382,166.978058,211879600,0.013029,0.165669,98.1
2015-01-20,167.615702,167.880713,165.768951,167.334137,130991100,0.00213,0.165888,98.1
2015-01-21,166.870369,168.659156,166.406612,168.178833,122942700,0.005035,0.1666,98.1
2015-01-22,168.932493,170.812364,167.557775,170.679871,174356000,0.014762,0.171331,98.1
2015-01-23,170.423149,170.679883,169.611574,169.74408,117516800,-0.005498,0.172089,98.1
2015-01-26,169.528724,170.232637,168.816523,170.141541,92009700,0.002339,0.165265,98.1
2015-01-27,168.087823,169.04018,167.069213,167.897354,134044600,-0.013278,0.169418,98.1
2015-01-28,169.08161,169.180983,165.553733,165.744202,168514300,-0.012907,0.166863,98.1
2015-01-29,165.942907,167.532936,164.535057,167.276215,173585400,0.009201,0.167554,98.1
2015-01-30,166.100225,167.425243,164.9077,165.172699,197729700,-0.012655,0.17013,98.1
2015-02-02,165.669581,167.309297,163.855951,167.218201,163107000,0.012308,0.164392,95.4
2015-02-03,168.112652,169.644718,167.739991,169.636429,124212900,0.014358,0.153745,95.4
2015-02-04,168.874494,170.083585,168.534953,168.990433,134306700,-0.003815,0.153526,95.4
2015-02-05,169.652973,170.845498,169.578444,170.696426,97953200,0.010045,0.155862,95.4
2015-02-06,171.060798,171.623941,169.702648,170.22438,125672000,-0.002769,0.15596,95.4
2015-02-09,169.578433,170.298912,169.0567,169.462494,87219000,-0.004486,0.156409,95.4
2015-02-10,170.497703,171.52459,169.503923,171.267868,96164200,0.010597,0.15937,95.4
2015-02-11,171.102189,171.797824,170.45624,171.367188,91087800,0.00058,0.159319,95.4
2015-02-12,172.162229,173.073189,171.400341,173.015213,97545900,0.009571,0.161049,95.4
2015-02-13,173.139429,173.777088,172.882694,173.727402,93670400,0.004108,0.158462,95.4
2015-02-17,173.412716,174.174617,173.164284,174.000702,76968200,0.001572,0.158439,95.4
2015-02-18,173.628107,174.091864,173.363095,174.017334,80652900,9.6e-05,0.147921,95.4
2015-02-19,173.421017,174.257435,173.280235,173.893051,91462500,-0.000714,0.144491,95.4
2015-02-20,173.478987,175.011053,172.857881,174.936523,140896400,0.005983,0.14152,95.4
2015-02-23,174.688065,174.911667,174.307115,174.911667,74411100,-0.000142,0.133012,95.4
2015-02-24,174.837089,175.607267,174.538958,175.408508,72472300,0.002837,0.130403,95.4
2015-02-25,175.284304,175.764627,174.91992,175.25946,73061700,-0.00085,0.127717,95.4
2015-02-26,175.168414,175.325763,174.447923,175.052475,72697900,-0.001182,0.127331,95.4
2015-02-27,174.9531,175.218111,174.406536,174.456223,108076000,-0.003412,0.126193,95.4
2015-03-02,174.555576,175.615596,174.50589,175.557632,87491400,0.006294,0.12262,93.0
2015-03-03,175.127013,175.607336,173.975897,174.837158,110325800,-0.004112,0.119371,93.0
2015-03-04,174.240895,174.315438,173.131189,174.100113,114497200,-0.004225,0.12051,93.0
2015-03-05,174.423051,174.572123,173.785391,174.290558,76873000,0.001093,0.119995,93.0
2015-03-06,173.429293,173.85993,171.508013,171.839264,188128000,-0.014164,0.120848,93.0
2015-03-09,172.037994,172.907532,171.880645,172.551437,89818900,0.004136,0.120107,93.0
2015-03-10,171.185058,171.267865,169.710956,169.752365,157121300,-0.016355,0.129533,93.0
2015-03-11,170.009069,170.182984,169.272024,169.354843,110145700,-0.002345,0.12359,93.0
2015-03-12,169.984207,171.574236,169.93452,171.507996,93993500,0.012634,0.122053,93.0
2015-03-13,171.234723,172.195357,169.421092,170.456268,162410900,-0.006151,0.12135,93.0
2015-03-16,171.185008,172.824723,170.481083,172.733627,136099200,0.013272,0.119947,93.0
2015-03-17,171.996628,172.601168,171.408643,172.22023,94510400,-0.002977,0.116089,93.0
2015-03-18,171.748159,174.96135,171.110487,174.290558,228808500,0.01195,0.113866,93.0
2015-03-19,173.87651,174.298858,173.106332,173.49556,117917300,-0.004572,0.114159,93.0
2015-03-20,174.444648,175.534353,174.261643,175.026932,177715100,0.008788,0.113337,93.0
2015-03-23,175.035253,175.609223,174.685883,174.685883,71784500,-0.00195,0.113136,93.0
2015-03-24,174.561168,175.018669,173.637828,173.704376,77805300,-0.005635,0.113655,93.0
2015-03-25,173.912298,174.145212,171.117323,171.158905,159521700,-0.014762,0.118374,93.0
2015-03-26,170.493414,171.666295,169.794661,170.751282,153067200,-0.002384,0.118555,93.0
2015-03-27,170.634852,171.316952,170.44352,171.142273,118939000,0.002287,0.115213,93.0
2015-03-30,172.173757,173.529656,172.157129,173.230194,96180400,0.012126,0.120155,93.0
2015-03-31,172.406674,173.105428,171.658026,171.716248,126768700,-0.008778,0.122626,93.0
2015-04-01,171.682979,171.707933,170.11912,171.109009,137303600,-0.003543,0.12294,95.9
2015-04-02,171.04239,172.173689,170.859385,171.724503,86900900,0.003591,0.123526,95.9
2015-04-06,170.834518,173.396579,170.701433,172.880844,114368200,0.006711,0.123871,95.9
2015-04-07,172.905761,173.65441,172.390026,172.423294,81236300,-0.00265,0.12404,95.9
2015-04-08,172.647885,173.446442,172.256921,173.005569,89351900,0.003371,0.124174,95.9
2015-04-09,172.83925,174.003818,172.348469,173.770905,85548900,0.004414,0.124965,95.9
2015-04-10,174.020421,174.760756,173.820789,174.719162,72722900,0.005442,0.126022,95.9
2015-04-13,174.577772,175.209977,173.879032,173.92894,74436600,-0.004533,0.126322,95.9
2015-04-14,173.729267,174.444648,173.105389,174.261642,75099900,0.001911,0.125026,95.9
2015-04-15,174.727505,175.551016,174.644316,175.043594,99529300,0.004477,0.125197,95.9
2015-04-16,174.710861,175.501104,174.511215,174.993683,68934900,-0.000285,0.12455,95.9
2015-04-17,173.804176,174.045403,172.198722,172.980652,191113200,-0.01157,0.129061,95.9
2015-04-20,173.903937,174.893826,173.820761,174.561096,92189500,0.009095,0.124808,95.9
2015-04-21,175.243194,175.401245,174.053672,174.353134,72559800,-0.001192,0.124423,95.9
2015-04-22,174.694228,175.392982,173.770888,175.209976,78264600,0.004902,0.114485,95.9
2015-04-23,174.810669,176.299665,174.694212,175.650833,102585900,0.002513,0.114097,95.9
2015-04-24,176.066752,176.32462,175.609239,176.058426,61327400,0.002318,0.108927,95.9
2015-04-27,176.624096,176.748867,175.135099,175.326431,79358100,-0.004166,0.107962,95.9
2015-04-28,175.301429,175.933621,174.128535,175.883713,86863500,0.003173,0.101725,95.9
2015-04-29,174.993672,175.758961,174.353166,175.160049,125684900,-0.004123,0.102129,95.9
2015-04-30,174.586069,174.977034,172.706108,173.404861,161304900,-0.010071,0.100729,95.9
2015-05-01,174.186804,175.32643,174.086988,175.284836,103399700,0.010783,0.104653,90.7
2015-05-04,175.709,176.366158,175.600869,175.783875,70927200,0.002843,0.101865,90.7
2015-05-05,175.542723,175.90042,173.629494,173.770905,113326200,-0.011517,0.107208,90.7
2015-05-06,174.319862,174.627638,171.990715,173.055466,135060200,-0.004126,0.106628,90.7
2015-05-07,172.955637,174.170125,172.622907,173.74588,88244900,0.003982,0.097736,90.7
2015-05-08,175.417911,176.233108,175.334722,176.033463,155877300,0.01308,0.103856,90.7
2015-05-11,175.991883,176.258065,175.118451,175.193314,75708100,-0.004784,0.105118,90.7
2015-05-12,174.36152,175.209998,173.537996,174.669296,119727600,-0.002996,0.099943,90.7
2015-05-13,175.076885,175.700763,174.469647,174.70256,94667900,0.00019,0.096193,90.7
2015-05-14,175.717408,176.615795,175.4429,176.524292,95934000,0.010374,0.099419,90.7
2015-05-15,176.715561,176.856972,176.233094,176.715561,76510100,0.001083,0.099125,90.7
2015-05-18,176.549207,177.514129,176.482658,177.264587,74549700,0.003102,0.097847,90.7
2015-05-19,177.381067,177.655575,176.923553,177.206375,72114600,-0.000328,0.097359,90.7
2015-05-20,177.306176,177.830237,176.765486,177.081589,76857500,-0.000704,0.097181,90.7
2015-05-21,176.940235,177.805341,176.773858,177.597382,64764600,0.002909,0.096788,90.7
2015-05-22,177.214677,177.630596,177.106547,177.173096,57433500,-0.002392,0.096132,90.7
2015-05-26,176.682341,177.106586,174.8523,175.268219,124308600,-0.01081,0.100586,90.7
2015-05-27,175.725662,177.164737,175.318057,176.931824,93214000,0.009447,0.103978,90.7
2015-05-28,176.624081,176.840354,176.041797,176.732224,74974600,-0.001129,0.103385,90.7
2015-05-29,176.6657,176.707281,175.368035,175.634216,124919600,-0.006232,0.10511,90.7
2015-06-01,176.299658,176.632388,175.201626,175.991882,93338800,0.002034,0.099189,96.1
2015-06-02,175.534378,176.507626,174.9105,175.8172,91531000,-0.000993,0.095915,96.1
2015-06-03,176.349553,176.906883,175.792224,176.283005,87820900,0.002646,0.096062,96.1
